	NIntermedia8761	NcraNC12	Ndis8579	Nhispaniola8817	Nmetzenbergii10397	NsitophilaW1434	Ntet10752L9	Ntet2503L8	Ntet2508L6	Ntet9045L7
OG0005005	augustus-unitig_1|quiver-processed-gene-5.42-mRNA-1	XP_961307.1	jgi|Neudi1|123406|estExt_fgenesh2_pg.C_10901	augustus-scaffold896-processed-gene-0.39-mRNA-1	augustus-10397pb_lg5-processed-gene-5.27-mRNA-1	augustus-W1434pb_lg5-processed-gene-4.108-mRNA-1	augustus-10752pb_lg5-processed-gene-4.106-mRNA-1	augustus-2503pb_lg5-processed-gene-4.108-mRNA-1	XP_009847692.1	augustus-9045pb_lg5-processed-gene-4.103-mRNA-1
OG0005007	maker-unitig_1|quiver-augustus-gene-5.1617-mRNA-1	XP_961286.1	jgi|Neudi1|18172|scaffold_1-snap.1027.1	maker-scaffold3554-augustus-gene-0.60-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1541-mRNA-1	maker-W1434pb_lg5-augustus-gene-4.1070-mRNA-1	maker-10752pb_lg5-augustus-gene-4.1099-mRNA-1	maker-2503pb_lg5-augustus-gene-4.1113-mRNA-1	XP_009847713.1	maker-9045pb_lg5-augustus-gene-4.1063-mRNA-1
OG0005008	maker-unitig_1|quiver-augustus-gene-5.1622-mRNA-1	XP_961293.2	jgi|Neudi1|152789|estExt_fgenesh3_pm.C_10899	maker-scaffold3261-augustus-gene-0.56-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1546-mRNA-1	maker-W1434pb_lg5-augustus-gene-4.1075-mRNA-1	maker-10752pb_lg5-augustus-gene-4.1105-mRNA-1	maker-2503pb_lg5-augustus-gene-4.1119-mRNA-1	XP_009847247.1	maker-9045pb_lg5-augustus-gene-4.1069-mRNA-1
OG0005009	maker-unitig_1|quiver-augustus-gene-5.1670-mRNA-1	XP_961082.2	jgi|Neudi1|159991|fgenesh3_kg.1__612__1309_1_CCSY	maker-scaffold81-augustus-gene-0.245-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1594-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1331-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1217-mRNA-1	maker-2503pb_lg5-augustus-gene-5.1231-mRNA-1	XP_009847227.1	maker-9045pb_lg5-augustus-gene-5.1290-mRNA-1
OG0005010	maker-unitig_1|quiver-augustus-gene-5.1683-mRNA-1	XP_960972.1	jgi|Neudi1|90663|estExt_Genewise1Plus.C_12534	maker-scaffold81-snap-gene-0.273-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1608-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1345-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1229-mRNA-1	maker-2503pb_lg5-augustus-gene-5.1243-mRNA-1	XP_009847568.1	maker-9045pb_lg5-augustus-gene-5.1303-mRNA-1
OG0005011	maker-unitig_1|quiver-augustus-gene-5.1688-mRNA-1	XP_960608.2	jgi|Neudi1|90691|estExt_Genewise1Plus.C_12563	augustus-scaffold81-processed-gene-0.52-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1613-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1350-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1233-mRNA-1	maker-2503pb_lg5-snap-gene-5.1430-mRNA-1	XP_009847560.1	maker-9045pb_lg5-snap-gene-5.1494-mRNA-1
OG0005012	maker-unitig_1|quiver-augustus-gene-5.1687-mRNA-1	XP_960607.2	jgi|Neudi1|123524|estExt_fgenesh2_pg.C_11033	maker-scaffold81-augustus-gene-0.228-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1612-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1349-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1232-mRNA-1	maker-2503pb_lg5-augustus-gene-5.1246-mRNA-1	XP_009847149.1	maker-9045pb_lg5-augustus-gene-5.1306-mRNA-1
OG0005013	augustus-unitig_1|quiver-processed-gene-5.186-mRNA-1	XP_957401.1	jgi|Neudi1|72579|estExt_Genewise1.C_12823	augustus-scaffold2959-processed-gene-0.6-mRNA-1	augustus-10397pb_lg5-processed-gene-5.179-mRNA-1	augustus-W1434pb_lg5-processed-gene-5.142-mRNA-1	augustus-10752pb_lg5-processed-gene-5.134-mRNA-1	augustus-2503pb_lg5-processed-gene-5.137-mRNA-1	XP_009847086.1	augustus-9045pb_lg5-processed-gene-5.141-mRNA-1
OG0005014	maker-unitig_1|quiver-augustus-gene-5.1638-mRNA-1	XP_961147.1	jgi|Neudi1|90307|estExt_Genewise1Plus.C_12154	maker-scaffold1023-augustus-gene-0.77-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1563-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1296-mRNA-1	maker-10752pb_lg5-augustus-gene-4.1124-mRNA-1	maker-2503pb_lg5-augustus-gene-4.1137-mRNA-1	XP_009847243.1	maker-9045pb_lg5-augustus-gene-4.1088-mRNA-1
OG0005015	maker-unitig_1|quiver-augustus-gene-5.1684-mRNA-1	XP_960974.1	jgi|Neudi1|152893|estExt_fgenesh3_pm.C_11009	maker-scaffold81-snap-gene-0.272-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1609-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1346-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1230-mRNA-1	maker-2503pb_lg5-snap-gene-5.1425-mRNA-1	XP_009847566.1	maker-9045pb_lg5-augustus-gene-5.1304-mRNA-1
OG0005016	maker-unitig_1|quiver-augustus-gene-5.1711-mRNA-1	XP_958379.1	jgi|Neudi1|136185|fgenesh3_pm.C_scaffold_1001101	maker-scaffold212-augustus-gene-0.422-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1637-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1372-mRNA-1	snap_masked-10752pb_lg5-processed-gene-5.660-mRNA-1	maker-2503pb_lg5-augustus-gene-5.1271-mRNA-1	XP_009847509.1	maker-9045pb_lg5-augustus-gene-5.1331-mRNA-1
OG0005017	augustus-unitig_1|quiver-processed-gene-5.70-mRNA-1	XP_960846.1	jgi|Neudi1|123353|estExt_fgenesh2_pg.C_10844	augustus-scaffold767-processed-gene-0.13-mRNA-1	augustus-10397pb_lg5-processed-gene-5.55-mRNA-1	snap_masked-W1434pb_lg5-processed-gene-5.637-mRNA-1	augustus-10752pb_lg5-processed-gene-5.10-mRNA-1	augustus-2503pb_lg5-processed-gene-5.15-mRNA-1	XP_009854838.1	augustus-9045pb_lg5-processed-gene-5.18-mRNA-1
OG0005018	maker-unitig_1|quiver-augustus-gene-5.1702-mRNA-1	XP_960784.1	jgi|Neudi1|152933|estExt_fgenesh3_pm.C_11050	maker-scaffold3549-augustus-gene-0.17-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1628-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1363-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1247-mRNA-1	maker-2503pb_lg5-augustus-gene-5.1261-mRNA-1	XP_009847529.1	maker-9045pb_lg5-augustus-gene-5.1321-mRNA-1
OG0005019	augustus-unitig_1|quiver-processed-gene-5.143-mRNA-1	XP_957908.1	jgi|Neudi1|152945|estExt_fgenesh3_pm.C_11064	augustus-scaffold641-processed-gene-0.8-mRNA-1	augustus-10397pb_lg5-processed-gene-5.130-mRNA-1	augustus-W1434pb_lg5-processed-gene-5.96-mRNA-1	augustus-10752pb_lg5-processed-gene-5.86-mRNA-1	augustus-2503pb_lg5-processed-gene-5.89-mRNA-1	XP_009847522.1	augustus-9045pb_lg5-processed-gene-5.95-mRNA-1
OG0005020	maker-unitig_1|quiver-snap-gene-5.1914-mRNA-1	XP_961255.1	jgi|Neudi1|123470|estExt_fgenesh2_pg.C_10975	maker-scaffold2834-augustus-gene-0.163-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1583-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1319-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1207-mRNA-1	augustus-2503pb_lg5-processed-gene-5.32-mRNA-1	XP_009854837.1	maker-9045pb_lg5-augustus-gene-5.1280-mRNA-1
OG0005021	maker-unitig_1|quiver-augustus-gene-5.1699-mRNA-1	XP_960681.1	jgi|Neudi1|18334|scaffold_1-snap.1189.1	maker-scaffold2934-augustus-gene-0.131-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1625-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1360-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1244-mRNA-1	maker-2503pb_lg5-augustus-gene-5.1258-mRNA-1	XP_009847151.1	maker-9045pb_lg5-augustus-gene-5.1318-mRNA-1
OG0005022	maker-unitig_1|quiver-augustus-gene-5.1668-mRNA-1	XP_961077.2	jgi|Neudi1|165238|estExt_fgenesh3_kg.C_10607	maker-scaffold81-snap-gene-0.288-mRNA-1	maker-10397pb_lg5-snap-gene-5.1819-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1328-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1215-mRNA-1	maker-2503pb_lg5-augustus-gene-5.1228-mRNA-1	XP_009847591.1	maker-9045pb_lg5-augustus-gene-5.1288-mRNA-1
OG0005023	augustus-unitig_1|quiver-processed-gene-5.62-mRNA-1	XP_961161.1	jgi|Neudi1|18108|scaffold_1-snap.963.1	maker-scaffold1023-augustus-gene-0.82-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1568-mRNA-1	augustus-W1434pb_lg5-processed-gene-5.15-mRNA-1	maker-10752pb_lg5-snap-gene-4.1335-mRNA-1	maker-2503pb_lg5-snap-gene-4.1350-mRNA-1	XP_009847647.1	maker-9045pb_lg5-snap-gene-5.1447-mRNA-1
OG0005024	augustus-unitig_1|quiver-processed-gene-5.134-mRNA-1	XP_960677.1	jgi|Neudi1|165284|estExt_fgenesh3_kg.C_10653	augustus-scaffold2934-processed-gene-0.10-mRNA-1	augustus-10397pb_lg5-processed-gene-5.120-mRNA-1	augustus-W1434pb_lg5-processed-gene-5.87-mRNA-1	augustus-10752pb_lg5-processed-gene-5.76-mRNA-1	snap_masked-2503pb_lg5-processed-gene-5.652-mRNA-1	XP_009847538.1	snap_masked-9045pb_lg5-processed-gene-5.680-mRNA-1
OG0005025	maker-unitig_1|quiver-augustus-gene-5.1651-mRNA-1	XP_960854.1	jgi|Neudi1|71894|estExt_Genewise1.C_12066	maker-scaffold2920-augustus-gene-0.36-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1574-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1309-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1196-mRNA-1	maker-2503pb_lg5-augustus-gene-5.1211-mRNA-1	XP_009847631.1	maker-9045pb_lg5-augustus-gene-5.1270-mRNA-1
OG0005026	maker-unitig_1|quiver-augustus-gene-5.1649-mRNA-1	XP_960845.1	jgi|Neudi1|71915|estExt_Genewise1.C_12087	maker-scaffold767-augustus-gene-0.59-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1572-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1307-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1194-mRNA-1	maker-2503pb_lg5-augustus-gene-5.1209-mRNA-1	XP_009847636.1	maker-9045pb_lg5-augustus-gene-5.1268-mRNA-1
OG0005027	maker-unitig_1|quiver-augustus-gene-5.1733-mRNA-1	XP_957390.1	jgi|Neudi1|90936|estExt_Genewise1Plus.C_12848	maker-scaffold2959-augustus-gene-0.117-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1658-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1390-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1283-mRNA-1	maker-2503pb_lg5-augustus-gene-5.1296-mRNA-1	XP_009847421.1	maker-9045pb_lg5-augustus-gene-5.1356-mRNA-1
OG0005028	maker-unitig_1|quiver-augustus-gene-5.1675-mRNA-1	XP_960952.2	jgi|Neudi1|72281|estExt_Genewise1.C_12481	augustus-scaffold81-processed-gene-0.68-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1600-mRNA-1	augustus-W1434pb_lg5-processed-gene-5.58-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1221-mRNA-1	maker-2503pb_lg5-augustus-gene-5.1235-mRNA-1	XP_009847579.1	maker-9045pb_lg5-augustus-gene-5.1295-mRNA-1
OG0005029	maker-unitig_1|quiver-snap-gene-5.1920-mRNA-1	XP_961065.2	jgi|Neudi1|123462|estExt_fgenesh2_pg.C_10966	maker-scaffold2834-augustus-gene-0.157-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1589-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1325-mRNA-1	augustus-10752pb_lg5-processed-gene-5.34-mRNA-1	augustus-2503pb_lg5-processed-gene-5.39-mRNA-1	XP_009847602.1	augustus-9045pb_lg5-processed-gene-5.42-mRNA-1
OG0005030	maker-unitig_1|quiver-augustus-gene-5.1697-mRNA-1	XP_960676.1	jgi|Neudi1|123548|estExt_fgenesh2_pg.C_11060	maker-scaffold2934-augustus-gene-0.129-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1623-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1358-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1242-mRNA-1	maker-2503pb_lg5-augustus-gene-5.1256-mRNA-1	XP_009847194.1	maker-9045pb_lg5-augustus-gene-5.1316-mRNA-1
OG0005031	maker-unitig_1|quiver-augustus-gene-5.1734-mRNA-1	XP_957384.1	jgi|Neudi1|72609|estExt_Genewise1.C_12854	augustus-scaffold109-processed-gene-0.32-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1659-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1392-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1284-mRNA-1	maker-2503pb_lg5-augustus-gene-5.1297-mRNA-1	XP_009847416.1	maker-9045pb_lg5-augustus-gene-5.1359-mRNA-1
OG0005032	snap_masked-unitig_1|quiver-processed-gene-5.851-mRNA-1	XP_961250.3	jgi|Neudi1|90558|estExt_Genewise1Plus.C_12426	maker-scaffold2834-augustus-gene-0.165-mRNA-1	augustus-10397pb_lg5-processed-gene-5.70-mRNA-1	snap_masked-W1434pb_lg5-processed-gene-5.652-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1205-mRNA-1	snap_masked-2503pb_lg5-processed-gene-5.600-mRNA-1	XP_009847187.1	maker-9045pb_lg5-augustus-gene-5.1279-mRNA-1
OG0005033	augustus-unitig_1|quiver-processed-gene-5.75-mRNA-1	XP_961222.2	jgi|Neudi1|90219|estExt_Genewise1Plus.C_12063	maker-scaffold2920-augustus-gene-0.37-mRNA-1	maker-10397pb_lg5-snap-gene-5.1802-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1310-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1197-mRNA-1	maker-2503pb_lg5-augustus-gene-5.1212-mRNA-1	XP_009847630.1	maker-9045pb_lg5-augustus-gene-5.1271-mRNA-1
OG0005034	maker-unitig_1|quiver-augustus-gene-5.1641-mRNA-1	XP_961154.1	jgi|Neudi1|90290|estExt_Genewise1Plus.C_12137	maker-scaffold1023-augustus-gene-0.80-mRNA-1	maker-10397pb_lg5-snap-gene-5.1792-mRNA-1	augustus-W1434pb_lg5-processed-gene-5.13-mRNA-1	maker-10752pb_lg5-augustus-gene-4.1127-mRNA-1	maker-2503pb_lg5-augustus-gene-4.1140-mRNA-1	XP_009847655.1	maker-9045pb_lg5-augustus-gene-4.1091-mRNA-1
OG0005035	augustus-unitig_1|quiver-processed-gene-5.73-mRNA-1	XP_960853.3	jgi|Neudi1|90226|estExt_Genewise1Plus.C_12070	augustus-scaffold2920-processed-gene-0.1-mRNA-1	augustus-10397pb_lg5-processed-gene-5.58-mRNA-1	augustus-W1434pb_lg5-processed-gene-5.25-mRNA-1	snap_masked-10752pb_lg5-processed-gene-5.579-mRNA-1	augustus-2503pb_lg5-processed-gene-5.18-mRNA-1	XP_009847633.1	augustus-9045pb_lg5-processed-gene-5.21-mRNA-1
OG0005036	maker-unitig_1|quiver-augustus-gene-5.1611-mRNA-1	XP_961274.1	jgi|Neudi1|152801|estExt_fgenesh3_pm.C_10912	maker-scaffold3554-augustus-gene-0.65-mRNA-1	maker-10397pb_lg5-augustus-gene-4.978-mRNA-1	maker-W1434pb_lg5-augustus-gene-4.1066-mRNA-1	maker-10752pb_lg5-augustus-gene-4.1093-mRNA-1	maker-2503pb_lg5-augustus-gene-4.1107-mRNA-1	XP_009847722.1	maker-9045pb_lg5-augustus-gene-4.1057-mRNA-1
OG0005037	maker-unitig_1|quiver-augustus-gene-5.1728-mRNA-1	XP_957413.1	jgi|Neudi1|152990|estExt_fgenesh3_pm.C_11119	maker-scaffold2959-augustus-gene-0.112-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1654-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1385-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1277-mRNA-1	maker-2503pb_lg5-augustus-gene-5.1290-mRNA-1	XP_009847440.1	maker-9045pb_lg5-augustus-gene-5.1350-mRNA-1
OG0005038	maker-unitig_1|quiver-augustus-gene-5.1721-mRNA-1	XP_957430.2	jgi|Neudi1|90877|estExt_Genewise1Plus.C_12779	maker-scaffold212-augustus-gene-0.412-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1647-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1378-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1269-mRNA-1	maker-2503pb_lg5-augustus-gene-5.1282-mRNA-1	XP_009847453.1	maker-9045pb_lg5-augustus-gene-5.1344-mRNA-1
OG0005039	augustus-unitig_1|quiver-processed-gene-5.123-mRNA-1	XP_960796.1	jgi|Neudi1|90703|estExt_Genewise1Plus.C_12575	augustus-scaffold81-processed-gene-0.50-mRNA-1	augustus-10397pb_lg5-processed-gene-5.108-mRNA-1	augustus-W1434pb_lg5-processed-gene-5.76-mRNA-1	augustus-10752pb_lg5-processed-gene-5.64-mRNA-1	augustus-2503pb_lg5-processed-gene-5.69-mRNA-1	XP_009847557.1	augustus-9045pb_lg5-processed-gene-5.74-mRNA-1
OG0005040	maker-unitig_1|quiver-augustus-gene-5.1608-mRNA-1	XP_961266.1	jgi|Neudi1|72133|estExt_Genewise1.C_12313	maker-scaffold3421-augustus-gene-0.57-mRNA-1	maker-10397pb_lg5-snap-gene-4.1154-mRNA-1	maker-W1434pb_lg5-augustus-gene-4.1063-mRNA-1	maker-10752pb_lg5-augustus-gene-4.1090-mRNA-1	maker-2503pb_lg5-augustus-gene-4.1103-mRNA-1	XP_009847730.1	maker-9045pb_lg5-augustus-gene-4.1054-mRNA-1
OG0005041	maker-unitig_1|quiver-augustus-gene-5.1654-mRNA-1	XP_961234.1	jgi|Neudi1|90487|estExt_Genewise1Plus.C_12349	maker-scaffold2834-augustus-gene-0.169-mRNA-1	augustus-10397pb_lg5-processed-gene-5.63-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1313-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1200-mRNA-1	maker-2503pb_lg5-augustus-gene-5.1215-mRNA-1	XP_009847623.1	maker-9045pb_lg5-augustus-gene-5.1274-mRNA-1
OG0005042	maker-unitig_1|quiver-augustus-gene-5.1640-mRNA-1	XP_961152.1	jgi|Neudi1|71968|estExt_Genewise1.C_12143	maker-scaffold1023-augustus-gene-0.79-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1565-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1298-mRNA-1	maker-10752pb_lg5-augustus-gene-4.1126-mRNA-1	maker-2503pb_lg5-augustus-gene-4.1139-mRNA-1	XP_009847656.1	maker-9045pb_lg5-augustus-gene-4.1090-mRNA-1
OG0005043	maker-unitig_1|quiver-augustus-gene-5.1627-mRNA-1	XP_961306.1	jgi|Neudi1|123407|estExt_fgenesh2_pg.C_10902	maker-scaffold896-augustus-gene-0.132-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1552-mRNA-1	maker-W1434pb_lg5-augustus-gene-4.1080-mRNA-1	maker-10752pb_lg5-augustus-gene-4.1111-mRNA-1	maker-2503pb_lg5-augustus-gene-4.1125-mRNA-1	XP_009847693.1	maker-9045pb_lg5-augustus-gene-4.1075-mRNA-1
OG0005044	maker-unitig_1|quiver-snap-gene-5.1928-mRNA-1	XP_960949.1	jgi|Neudi1|165247|estExt_fgenesh3_kg.C_10616	maker-scaffold81-snap-gene-0.281-mRNA-1	maker-10397pb_lg5-snap-gene-5.1825-mRNA-1	maker-W1434pb_lg5-snap-gene-5.1527-mRNA-1	maker-10752pb_lg5-snap-gene-5.1393-mRNA-1	maker-2503pb_lg5-snap-gene-5.1414-mRNA-1	XP_009847582.1	maker-9045pb_lg5-snap-gene-5.1478-mRNA-1
OG0005045	maker-unitig_1|quiver-augustus-gene-5.1677-mRNA-1	XP_960959.2	jgi|Neudi1|72295|estExt_Genewise1.C_12495	maker-scaffold81-augustus-gene-0.238-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1602-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1339-mRNA-1	maker-10752pb_lg5-snap-gene-5.1397-mRNA-1	maker-2503pb_lg5-snap-gene-5.1418-mRNA-1	XP_009847577.1	maker-9045pb_lg5-snap-gene-5.1482-mRNA-1
OG0005046	maker-unitig_1|quiver-snap-gene-5.1921-mRNA-1	XP_961069.3	jgi|Neudi1|90522|estExt_Genewise1Plus.C_12386	maker-scaffold2364-snap-gene-0.51-mRNA-1	maker-10397pb_lg5-snap-gene-5.1817-mRNA-1	maker-W1434pb_lg5-snap-gene-5.1519-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1213-mRNA-1	maker-2503pb_lg5-augustus-gene-5.1226-mRNA-1	XP_009847598.1	maker-9045pb_lg5-augustus-gene-5.1286-mRNA-1
OG0005047	maker-unitig_1|quiver-augustus-gene-5.1667-mRNA-1	XP_961075.1	jgi|Neudi1|90574|estExt_Genewise1Plus.C_12443	maker-scaffold2364-augustus-gene-0.43-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1591-mRNA-1	maker-W1434pb_lg5-snap-gene-5.1520-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1214-mRNA-1	maker-2503pb_lg5-augustus-gene-5.1227-mRNA-1	XP_009847593.1	maker-9045pb_lg5-augustus-gene-5.1287-mRNA-1
OG0005048	maker-unitig_1|quiver-augustus-gene-5.1703-mRNA-1	XP_960790.1	jgi|Neudi1|123562|estExt_fgenesh2_pg.C_11075	maker-scaffold641-augustus-gene-0.44-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1629-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1364-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1248-mRNA-1	maker-2503pb_lg5-augustus-gene-5.1262-mRNA-1	XP_009847211.1	maker-9045pb_lg5-augustus-gene-5.1322-mRNA-1
OG0005049	maker-unitig_1|quiver-augustus-gene-5.1701-mRNA-1	XP_960785.1	jgi|Neudi1|165290|estExt_fgenesh3_kg.C_10659	maker-scaffold3549-augustus-gene-0.16-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1627-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1362-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1246-mRNA-1	maker-2503pb_lg5-augustus-gene-5.1260-mRNA-1	XP_009847530.1	maker-9045pb_lg5-augustus-gene-5.1320-mRNA-1
OG0005050	maker-unitig_1|quiver-augustus-gene-5.1655-mRNA-1	XP_961235.1	jgi|Neudi1|152821|estExt_fgenesh3_pm.C_10934	augustus-scaffold2834-processed-gene-0.47-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1578-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1314-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1201-mRNA-1	maker-2503pb_lg5-augustus-gene-5.1216-mRNA-1	XP_009847235.1	maker-9045pb_lg5-augustus-gene-5.1275-mRNA-1
OG0005051	maker-unitig_1|quiver-augustus-gene-5.1616-mRNA-1	XP_961285.3	jgi|Neudi1|165192|estExt_fgenesh3_kg.C_10561	maker-scaffold3554-augustus-gene-0.61-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1540-mRNA-1	maker-W1434pb_lg5-augustus-gene-4.1069-mRNA-1	maker-10752pb_lg5-snap-gene-4.1305-mRNA-1	maker-2503pb_lg5-snap-gene-4.1320-mRNA-1	XP_009847714.1	maker-9045pb_lg5-snap-gene-4.1256-mRNA-1
OG0005052	maker-unitig_1|quiver-augustus-gene-5.1632-mRNA-1	XP_960729.1	jgi|Neudi1|165173|estExt_fgenesh3_kg.C_10542	maker-scaffold896-augustus-gene-0.127-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1557-mRNA-1	maker-W1434pb_lg5-augustus-gene-4.1085-mRNA-1	maker-10752pb_lg5-augustus-gene-4.1117-mRNA-1	maker-2503pb_lg5-augustus-gene-4.1130-mRNA-1	XP_009847676.1	maker-9045pb_lg5-augustus-gene-4.1081-mRNA-1
OG0005053	augustus-unitig_1|quiver-processed-gene-5.141-mRNA-1	XP_011394854.1	jgi|Neudi1|18338|scaffold_1-snap.1193.1	augustus-scaffold641-processed-gene-0.10-mRNA-1	snap_masked-10397pb_lg5-processed-gene-5.864-mRNA-1	augustus-W1434pb_lg5-processed-gene-5.94-mRNA-1	augustus-10752pb_lg5-processed-gene-5.84-mRNA-1	augustus-2503pb_lg5-processed-gene-5.87-mRNA-1	XP_009847528.1	augustus-9045pb_lg5-processed-gene-5.93-mRNA-1
OG0005054	maker-unitig_1|quiver-snap-gene-5.1873-mRNA-1	XP_961292.3	jgi|Neudi1|18166|scaffold_1-snap.1021.1	maker-scaffold3261-snap-gene-0.67-mRNA-1	maker-10397pb_lg5-snap-gene-5.1769-mRNA-1	maker-W1434pb_lg5-snap-gene-4.1263-mRNA-1	maker-10752pb_lg5-snap-gene-4.1310-mRNA-1	maker-2503pb_lg5-snap-gene-4.1325-mRNA-1	XP_009847705.1	maker-9045pb_lg5-snap-gene-4.1261-mRNA-1
OG0005057	maker-unitig_1|quiver-augustus-gene-5.1691-mRNA-1	XP_960806.3	jgi|Neudi1|165274|estExt_fgenesh3_kg.C_10643	maker-scaffold2934-augustus-gene-0.123-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1617-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1353-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1235-mRNA-1	maker-2503pb_lg5-augustus-gene-5.1249-mRNA-1	XP_009847550.1	maker-9045pb_lg5-augustus-gene-5.1309-mRNA-1
OG0005058	maker-unitig_1|quiver-augustus-gene-5.1705-mRNA-1	XP_958039.1	jgi|Neudi1|165299|estExt_fgenesh3_kg.C_10668	maker-scaffold212-augustus-gene-0.428-mRNA-1	maker-10397pb_lg5-augustus-gene-5.1631-mRNA-1	maker-W1434pb_lg5-augustus-gene-5.1365-mRNA-1	maker-10752pb_lg5-augustus-gene-5.1250-mRNA-1	maker-2503pb_lg5-augustus-gene-5.1264-mRNA-1	XP_009847209.1	maker-9045pb_lg5-augustus-gene-5.1324-mRNA-1
